,sent_no,sent_raw,baseline_sentimentr_stdscaler_roll10,baseline_syuzhet_stdscaler_roll10,baseline_bing_stdscaler_roll10,baseline_sentiword_stdscaler_roll10,baseline_senticnet_stdscaler_roll10,baseline_nrc_stdscaler_roll10,baseline_afinn_stdscaler_roll10,baseline_vader_stdscaler_roll10,baseline_textblob_stdscaler_roll10,baseline_flair_stdscaler_roll10,baseline_pattern_stdscaler_roll10,baseline_stanza_stdscaler_roll10,sentimentr_jockers_rinker_stdscaler_roll10,sentimentr_jockers_stdscaler_roll10,sentimentr_huliu_stdscaler_roll10,sentimentr_senticnet_stdscaler_roll10,sentimentr_sentiword_stdscaler_roll10,sentimentr_nrc_stdscaler_roll10,sentimentr_lmcd_stdscaler_roll10,syuzhetr_syuzhet_stdscaler_roll10,syuzhetr_bing_stdscaler_roll10,syuzhetr_afinn_stdscaler_roll10,syuzhetr_nrc_stdscaler_roll10,transformer_roberta15lg_stdscaler_roll10,transformer_nlptown_stdscaler_roll10,transformer_yelp_stdscaler_roll10,transformer_hinglish_stdscaler_roll10,transformer_imdb2way_stdscaler_roll10,transformer_huggingface_stdscaler_roll10,transformer_t5imdb50k_stdscaler_roll10,transformer_robertaxml8lang_stdscaler_roll10
2708,2708,"But I shall live to be gaunt and sere, to tap my way, much respected, with my gold-headed cane along the pavements of the city.",-0.028286876869120847,-0.060628656676982834,-0.049980814513678376,-0.06467128734416791,-0.01884215760421848,-0.024228315193087584,-0.0707008827659885,-0.08218947110471418,0.002305275925178845,-0.10204226168090688,0.006261753339924722,-0.06048261719761445,-0.9594726842379874,-1.3616666563667854,-0.9273336802082818,-0.7613381919867425,-0.516904909744606,-1.293099803358551,-1.0462881237020192,-1.129500850837739,-0.49150819502278464,-0.7719980358506991,-0.6600871264956752,-0.5523665022978765,-0.45826068642814805,-1.5460621015083533,-1.6928410694057203,-0.9633663689802505,-1.1987644583746713,-1.4388275432506017,-1.065769676949762
2709,2709,"Perhaps I shall never die, shall never attain even that continuity and permanence--",-0.026390508297334022,-0.05865221742699965,-0.04729593445842123,-0.06467128734416791,-0.015688640323496383,-0.022171725044306267,-0.06774182926441163,-0.08078019788338052,0.002305275925178845,-0.10142179379873444,0.006261753339924722,-0.059701474476584804,-0.9186496025911463,-1.3186696665273134,-0.8878129097986597,-0.6821608920554431,-0.516904909744606,-1.233467030975032,-1.0462881237020192,-1.1013407585162127,-0.4625113642989992,-0.7412166775644847,-0.6211656984354709,-0.5516063667791795,-0.4012630167863497,-1.4842685198952392,-1.6832327016422617,-0.9628154475567121,-1.198224165358023,-1.410327352972531,-1.0249615992854757
2710,2710,"O western wind, when wilt thou blow, That the small rain down can rain?",-0.023356318582475104,-0.05548991462702656,-0.05230554314253303,-0.05863574899769842,-0.010711341673307284,-0.024138577660798743,-0.06774182926441163,-0.0809473879837859,0.006393829310200004,-0.0958791877685817,0.006570367324708496,-0.0575171721510969,-0.8747758272648283,-1.2724595276591975,-0.9033142312994966,-0.6036928411364887,-0.47014772096104834,-1.229453958975632,-0.9871291391546357,-1.056284610801771,-0.5495018564703562,-0.7258259984213774,-0.6600871264956752,-0.48030401627494995,-0.2991956859067077,-1.489830800968473,-1.5827644500635611,-0.871594461314897,-1.1917081147275659,-1.3533269724163892,-1.0839940030285367
2711,2711,'Percival was flowering with green leaves and was laid in the earth with all his branches still sighing in the summer wind.,-0.023609167725380013,-0.055753439860357655,-0.05018031406646714,-0.06349832909233251,-0.009147143510697385,-0.024138577660798743,-0.06558521308170433,-0.080007640294424,0.008262882286209677,-0.10138407201421255,0.006784872369254733,-0.05746298406696681,-0.8633089725703561,-1.2603820407351531,-0.8558893068079505,-0.5594233234567807,-0.46446183255882023,-1.229453958975632,-0.8892600419570234,-1.0600392897779745,-0.5205050257465701,-0.6950446401351632,-0.6600871264956752,-0.5510651695083782,-0.3001145959363158,-1.486077389923056,-1.582895896302011,-0.8878598732049389,-1.1926461240173898,-1.3533269724163892,-1.0830792234718065
2712,2712,"Rhoda, with whom I shared silence when the others spoke, she who hung back and turned aside when the herd assembled and galloped with orderly, sleek backs over the rich pastures, has gone now like the desert heat.",-0.022344922010855466,-0.0544358136937022,-0.050119560503040936,-0.06420111420524655,-0.00774874365440267,-0.024124612775073245,-0.06429430945663663,-0.07707136415605456,0.011533724994226606,-0.1013291535338057,0.007357209212204494,-0.056970353022667536,-0.8623823699305947,-1.2594060947095265,-0.9206050309999343,-0.5311132212567532,-0.5451849486589329,-1.3271033218391557,-0.8892600419570234,-1.041265894896957,-0.5205050257465701,-0.679653960992056,-0.6600871264956752,-0.550987101754721,-0.2559545178913942,-1.4226887107465722,-1.6228741828297952,-0.8109087136359819,-1.1873273495529404,-1.2963265918602478,-1.039878780923109
2713,2713,When the sun blisters the roofs of the city I think of her; when the dry leaves patter to the ground; when the old men come with pointed sticks and pierce little bits of paper as we pierced her--,-0.022344922010855466,-0.0544358136937022,-0.050119560503040936,-0.06716320498045114,-0.006837690334852578,-0.022120848431950894,-0.06429430945663663,-0.07707136415605456,0.009392101792548856,-0.10645709730028038,0.006694866837141074,-0.0584729728677077,-0.8623823699305947,-1.2594060947095265,-0.9206050309999343,-0.5641204607769648,-0.5428656805361306,-1.2762483226774064,-0.8892600419570234,-1.041265894896957,-0.5205050257465701,-0.679653960992056,-0.6211656984354709,-0.6209714713704412,-0.256131506824705,-1.4121038230146024,-1.7033082343079522,-0.8878656984402298,-1.24934471721642,-1.3533269724163892,-1.1138308076857268
2714,2714,"O western wind, when wilt thou blow, That the small rain down can rain?",-0.021459950010688282,-0.05351347537704339,-0.05262303306885785,-0.0720480564342973,-0.010996045835666688,-0.02010156059206872,-0.06429430945663663,-0.07778679846070591,0.009054633894102666,-0.11073019886163418,0.006556882319688219,-0.06339981641390939,-0.8478022853677596,-1.2440495923947297,-0.9559534826635653,-0.5983097488049162,-0.5798497868758008,-1.222911149582878,-0.8332445201643008,-1.0281245184802443,-0.5495018564703562,-0.679653960992056,-0.5822442703752664,-0.5497805869534675,-0.2568399928705432,-1.3862202624788524,-1.7129273282820163,-0.8885110343849334,-1.2574466527727728,-1.410327352972531,-1.1146091823667441
2715,2715,"Christ, that my love were in my arms, And I in my bed again!",-0.011978107151754173,-0.04363127912712747,-0.04035765740996001,-0.0730131486668201,-0.007966458602089272,-0.014388252052948115,-0.051988941783587726,-0.07117930636760171,0.009638712949105687,-0.10520257059886513,0.006684182164797528,-0.06459140360278422,-0.7364923129961346,-1.126812148330656,-0.8034744082323113,-0.5650781691709388,-0.6026570076525634,-1.195269733797781,-0.7401524399070079,-0.8873240568726128,-0.3755208721276421,-0.49496581127476985,-0.4654799861946529,-0.47902988346623593,-0.2029054334546668,-1.360493946657884,-1.7321074432526742,-0.8869425959047701,-1.1938123624618884,-1.3818271626944598,-1.0325221471568158
2716,2716,I return now to my book; I return now to my attempt.,-0.016023693438232726,-0.04784768286042493,-0.03686736288005893,-0.07034058556137235,-0.01215663397987296,-0.018004944136492746,-0.05030847296608838,-0.0658501219171803,0.011292339364568792,-0.10491327779550981,0.007712301933184789,-0.06846621478907951,-0.7745011737957308,-1.166845054610199,-0.7689778516751569,-0.6385509478718402,-0.5777251405704725,-1.2473214849115999,-0.6743263986823134,-0.8873240568726128,-0.31752721068007117,-0.46418445298855554,-0.5433228423150618,-0.47901904432815284,-0.1249669471053026,-1.2549560812269867,-1.7684487206278081,-0.8869850267989106,-1.193944961777352,-1.4388275432506017,-1.062548336003282
2717,2717,"'Oh, life, how I have dreaded you,' said Rhoda, 'oh, human beings, how I have hated you!",-0.014506598580803269,-0.04626653146043838,-0.03686736288005893,-0.07212229429833752,-0.012193478047943001,-0.018004944136492746,-0.049311857967730584,-0.0610134516375364,0.004867469759535541,-0.09959811193673902,0.006541051702471773,-0.06657555193689442,-0.7552402617500303,-1.146558461679946,-0.7689778516751569,-0.6342243643323185,-0.6040650462830824,-1.2473214849115999,-0.6743263986823134,-0.8647959830153916,-0.31752721068007117,-0.44879377384544833,-0.5433228423150618,-0.4785679795760129,-0.196223859792353,-1.190440500221265,-1.7386735876041035,-0.8862057784625544,-1.188589707875946,-1.3818271626944598,-1.0337394563598226
2718,2718,"How you have nudged, how you have interrupted, how hideous you have looked in Oxford Street, how squalid sitting opposite each other staring in the Tube!",-0.014127324866445903,-0.045871243610441745,-0.03877584415262288,-0.06841040109632676,-0.006504418991855395,-0.01613140837505096,-0.04835223904496027,-0.06244432024683909,0.005451548814538564,-0.10513433854745055,0.006955929575491337,-0.06695634789204759,-0.7506091467107582,-1.1416807307920231,-0.7901025920371791,-0.5492186275343625,-0.5535154123292864,-1.2142766028402205,-0.8221054947165917,-0.8591639645510863,-0.3465240414038566,-0.4334030947023412,-0.5044014142548574,-0.47860159494771226,-0.2806330959123995,-1.2517746942071197,-1.7382816429943928,-0.9772429637025883,-1.2522697617791467,-1.4388275432506017,-1.1325387802361282
2719,2719,"Now as I climb this mountain, from the top of which I shall see Africa, my mind is printed with brown-paper parcels and your faces.",-0.012230956294659081,-0.04389480436045856,-0.03427340293680267,-0.06321375061351169,-0.00859448248964678,-0.012216057985488396,-0.046269021390616394,-0.061035047025505426,0.007885211543717826,-0.09959644774036307,0.007494955506912336,-0.06581348638347129,-0.7217919438280203,-1.1113289560222965,-0.7314040359123531,-0.5768279232276503,-0.4988038050316184,-1.1257065268940096,-0.8221054947165917,-0.83100387222956,-0.28853037995628567,-0.40262173641612686,-0.42655855813444843,-0.47884042835482993,-0.30902430408034015,-1.2212111181648455,-1.7350202209802812,-0.9693813747102791,-1.250316514525822,-1.3818271626944598,-1.131620832943736
2720,2720,I have been stained by you and corrupted.,-0.0064154260078461605,-0.04046897632715438,-0.026131728682376412,-0.056866413238073295,-0.00441770495479765,-0.006921994181420228,-0.03991473978646284,-0.06232519730030025,0.014383091030626455,-0.10514155006507975,0.009162240133079255,-0.07013654265249623,-0.7046245052513671,-1.1143576847419665,-0.6586403996745827,-0.5672352375906141,-0.44664547611605965,-1.0598308269125984,-0.8221054947165917,-0.7821930455389144,-0.14354622633735734,-0.29488698241437655,-0.30979427395383496,-0.5499658119497363,-0.3628972450839156,-1.327408148706271,-1.835764304009719,-1.0601694542790123,-1.313975639192543,-1.3818271626944598,-1.0695056494629722
2721,2721,"You smelt so unpleasant too, lining up outside doors to buy tickets.",-0.009070342008347712,-0.043235991277130834,-0.033906240925572095,-0.058351170518877594,-0.007745394193669031,-0.01113552322129384,-0.039706527190529896,-0.06132902295205154,0.016427367723137035,-0.10533348738044108,0.009573630251806011,-0.06734993852107017,-0.777745484958301,-1.1913724982905793,-0.7696700946177005,-0.6400035670946524,-0.4646784313722107,-1.1975468156651925,-0.7466922905637311,-0.793457082467525,-0.20153988778492862,-0.24871494498505503,-0.34871570201403945,-0.5503243865536516,-0.3683638095441999,-1.403056823558219,-1.8357941290485598,-1.059803906480327,-1.376577055823372,-1.4388275432506017,-1.142825479524032
2722,2722,"All were dressed in indeterminate shades of grey and brown, never even a blue feather pinned to a hat.",-0.009070342008347712,-0.043235991277130834,-0.033906240925572095,-0.06084556275062883,-0.007916216691084674,-0.013275373631346116,-0.039706527190529896,-0.06132902295205154,0.016427367723137035,-0.10585077508730366,0.009573630251806011,-0.06754363320669625,-0.777745484958301,-1.1913724982905793,-0.7696700946177005,-0.6260997646177449,-0.5246269837184623,-1.2729769692341157,-0.7466922905637311,-0.793457082467525,-0.20153988778492862,-0.24871494498505503,-0.38763713007424394,-0.6212773461445756,-0.38035716883385823,-1.439614331794965,-1.872955934526535,-1.148093643030529,-1.3769697387471813,-1.4958279238067431,-1.1431434614700973
2723,2723,None had the courage to be one thing rather than another.,-0.01033458772287226,-0.04455361744378629,-0.0378459544311257,-0.05906385401366366,-0.009095226869325969,-0.013275373631346116,-0.04508698606481356,-0.06354568503325951,0.016427367723137035,-0.11139393584958171,0.009573630251806011,-0.06798475532401525,-0.8221880270750731,-1.2381816918827298,-0.8342072424478725,-0.6540350912268736,-0.4884371450897124,-1.2729769692341157,-0.7466922905637311,-0.8122304773485425,-0.2305367185087141,-0.2794963032712694,-0.38763713007424394,-0.6924665389410595,-0.47279677366172507,-1.3150389662332262,-1.9021671833278693,-1.2389211252417067,-1.4406356156995623,-1.5528283043628852,-1.1885079447669415
2724,2724,"What dissolution of the soul you demanded in order to get through one day, what lies, bowings, scrapings, fluency and servility!",-0.01033458772287226,-0.04455361744378629,-0.0378459544311257,-0.057059431684577853,-0.008949525327412626,-0.013275373631346116,-0.0438770035735266,-0.06230638841400464,0.01569726890438326,-0.1106492079713372,0.009479249698243292,-0.06903496123340092,-0.8221880270750731,-1.2381816918827298,-0.8342072424478725,-0.6528973328079729,-0.47847861458175517,-1.2729769692341157,-0.7466922905637311,-0.8122304773485425,-0.2305367185087141,-0.26410562412816224,-0.38763713007424394,-0.7634231541345015,-0.5482291323304072,-1.3840764628649909,-1.9052671315013596,-1.2408988320744472,-1.4489760560408058,-1.5528283043628852,-1.2096170742071004
2725,2725,"How you chained me to one spot, one hour, one chair, and sat yourselves down opposite!",-0.01324235286627872,-0.04758415762709384,-0.03978765093865208,-0.05434974964711,-0.006440779237916236,-0.017022889031638382,-0.04483723268730744,-0.06193369381518433,0.015569501611101346,-0.11095542010451484,0.010363207271228247,-0.06909067025442311,-0.8569097032217722,-1.2747523645576717,-0.8561294215490617,-0.6259545608378919,-0.4545482169531891,-1.339133590319301,-0.7466922905637311,-0.8554092855748827,-0.2595335492325002,-0.2794963032712694,-0.4654799861946529,-0.8335675489207508,-0.6268544111729083,-1.4364721631528494,-1.897187023035694,-1.3159390287839998,-1.4530404210754941,-1.5528283043628852,-1.2749494194960858
2726,2726,How you snatched from me the white spaces that lie between hour and hour and rolled them into dirty pellets and tossed them into the waste-paper basket with your greasy paws.,-0.012610230009016446,-0.04692534454376611,-0.03978765093865208,-0.051714305473682366,-0.0036506784467940827,-0.015019124688516029,-0.04537120384311188,-0.06484837456558475,0.015569501611101346,-0.11648055207271993,0.010363207271228247,-0.07151657597395134,-0.8870317792958898,-1.3064784995444179,-0.8561294215490617,-0.6370212196367312,-0.4477669998804049,-1.3899885894810504,-0.670072398524493,-0.8460225881343739,-0.2595335492325002,-0.29488698241437655,-0.42655855813444843,-0.9048613370591291,-0.7059344895810481,-1.5251919348923872,-1.981330751814175,-1.3143603628122633,-1.516634841561264,-1.6098286849190264,-1.2429284663085935
2727,2727,Yet those were my life.,-0.011978107151754172,-0.04626653146043838,-0.03741515376513684,-0.05201125692984323,0.0010000477818651122,-0.013029325231119175,-0.04537120384311188,-0.06484837456558475,0.006224236731052981,-0.11683086540986065,0.009116378310351034,-0.0717023580184099,-0.8759211437666964,-1.2947762011463797,-0.8238608476339757,-0.5456720739967755,-0.45237374084997395,-1.3412986347186657,-0.670072398524493,-0.8366358906938652,-0.2305367185087141,-0.29488698241437655,-0.38763713007424394,-0.9051534001243321,-0.7033667116113497,-1.5226226100175009,-1.9813114292016896,-1.3048239112022912,-1.51188474820389,-1.6668290654751678,-1.1832337662196466
2728,2728,'But I yielded.,-0.013621626580636082,-0.047979445477090474,-0.03341254990703628,-0.05327330061852688,-0.0021735662632588254,-0.012892619205144775,-0.04708476262911499,-0.06706503664679271,0.006224236731052981,-0.1124823202794631,0.009116378310351034,-0.07411346404923448,-0.8881705473897259,-1.3076779092456199,-0.777099573426926,-0.5871214973734511,-0.45028595035431973,-1.3247573427115251,-0.670072398524493,-0.861041304039188,-0.17254305706114315,-0.3256683407005909,-0.38763713007424394,-0.9048723081223322,-0.7072710461418511,-1.380760637710909,-1.9388702754642921,-1.2138539977710194,-1.4495317738990414,-1.6098286849190264,-1.1131659061258479
2729,2729,Sneers and yawns were covered with my hand.,-0.010208163151419803,-0.04442185482712074,-0.026032229406344518,-0.0460351088746059,0.002267818669547867,-0.014724865160085587,-0.041658883398693475,-0.06173585219637129,0.010945542425660747,-0.1125078379572279,0.010472835751152036,-0.07380723240948421,-0.8245675836717457,-1.268914970275719,-0.6986614385823263,-0.5427654588808346,-0.40043267829285684,-1.3532080126950286,-0.4449842003091345,-0.8385132301819669,-0.08555256488978638,-0.2794963032712694,-0.4654799861946529,-0.9048944077077525,-0.7622612811790832,-1.2475628170578053,-1.94939025730788,-1.2139759223127455,-1.3862083432450365,-1.6668290654751678,-1.0750186904312684
2730,2730,I did not go out into the street and break a bottle in the gutter as a sign of rage.,0.00028507627913394463,-0.033485557643880455,-0.01695641144844409,-0.02939840354319368,0.00421218062542591,-0.014724865160085587,-0.03389044790505598,-0.05520011252135774,0.01094554242566075,-0.11803740778243556,0.010472835751152036,-0.08032778003069987,-0.7560695687028239,-1.1967693032944362,-0.6267559536344895,-0.5221922661777846,-0.3070487668553108,-1.3532080126950286,-0.4449842003091345,-0.7577876321935915,0.030434758005356156,-0.2025429075557335,-0.4654799861946529,-0.975968361784114,-0.8548766498601917,-1.2451391846768705,-1.9503566223268716,-1.2132474196388854,-1.4490524337935338,-1.6668290654751678,-1.0875608336095037
