"","sent_raw","syuzhet","bing","afinn","nrc"
"1959","1958,""He walked up to another tree, as he spoke, but its branches immediately seized him and tossed him back again.""",-0.6,0,0,0
"1960","1959,""This is strange, exclaimed Dorothy.""",-0.5,-1,-1,0
"1961","1960,What shall we do?",0,0,0,0
"1962","1961,""The trees seem to have made up their minds to fight us, and stop our journey, remarked the Lion.""",-0.4,0,-2,1
"1963","1962,""I believe I will try it myself, said the Woodman, and shouldering his axe, he marched up to the first tree that had handled the Scarecrow so roughly.""",-0.4,0,-1,1
"1964","1963,When a big branch bent down to seize him the Woodman chopped at it so fiercely that he cut it in two.",-1.4,-1,0,-1
"1965","1964,""At once the tree began shaking all its branches as if in pain, and the Tin Woodman passed safely under it.""",-0.25,0,-1,-1
"1966","1965,Come on! he shouted to the others.",0,0,0,0
"1967","1966,Be quick!",0,0,0,0
"1968","1967,""They all ran forward and passed under the tree without injury, except Toto, who was caught by a small branch and shaken until he howled.""",-0.15,-1,-2,0
"1969","1968,But the Woodman promptly chopped off the branch and set the little dog free.",1.25,2,2,0
"1970","1969,""The other trees of the forest did nothing to keep them back, so they made up their minds that only the first row of trees could bend down their branches, and that probably these were the policemen of the forest, and given this wonderful power in order to keep strangers out of it.""",0.75,1,4,0
"1971","1970,The four travelers walked with ease through the trees until they came to the farther edge of the wood.",0.75,1,2,1
"1972","1971,""Then, to their surprise, they found before them a high wall which seemed to be made of white china.""",1.6,0,0,3
"1973","1972,""It was smooth, like the surface of a dish, and higher than their heads.""",1.1,2,2,0
"1974","1973,What shall we do now?",0,0,0,0
"1975","1974,asked Dorothy.",0,0,0,0
"1976","1975,""I will make a ladder, said the Tin Woodman, for we certainly must climb over the wall.""",0,0,0,0
"1977","1976,The Dainty China Country",0,0,0,0
"1978","1977,""While the Woodman was making a ladder from wood which he found in the forest Dorothy lay down and slept, for she was tired by the long walk.""",-0.15,-1,-2,0
"1979","1978,The Lion also curled himself up to sleep and Toto lay beside him.",0.1,0,0,1
"1980","1979,""The Scarecrow watched the Woodman while he worked, and said to him:""",0.25,1,0,0
"1981","1980,""I cannot think why this wall is here, nor what it is made of.""",0,0,0,0
"1982","1981,""Rest your brains and do not worry about the wall, replied the Woodman.""",-0.15,-1,-3,1
"1983","1982,""When we have climbed over it, we shall know what is on the other side.""",0,0,0,0
"1984","1983,After a time the ladder was finished.",0,0,0,0
"1985","1984,""It looked clumsy, but the Tin Woodman was sure it was strong and would answer their purpose.""",-0.25,0,2,-1
"1986","1985,""The Scarecrow waked Dorothy and the Lion and Toto, and told them that the ladder was ready.""",0.9,1,0,1
"1987","1986,""The Scarecrow climbed up the ladder first, but he was so awkward that Dorothy had to follow close behind and keep him from falling off.""",-1.25,-2,-3,-1
"1988","1987,""When he got his head over the top of the wall the Scarecrow said, Oh, my!""",0,1,2,1
"1989","1988,""Go on, exclaimed Dorothy.""",0,0,0,0
"1990","1989,""So the Scarecrow climbed farther up and sat down on the top of the wall, and Dorothy put her head over and cried, Oh, my! just as the Scarecrow had done.""",-1,1,0,1
"1991","1990,""Then Toto came up, and immediately began to bark, but Dorothy made him be still.""",0,0,0,-1
"1992","1991,""The Lion climbed the ladder next, and the Tin Woodman came last; but both of them cried, Oh, my! as soon as they looked over the wall.""",-0.9,0,-2,1
"1993","1992,""When they were all sitting in a row on the top of the wall, they looked down and saw a strange sight.""",-0.5,0,1,0
"1994","1993,Before them was a great stretch of country having a floor as smooth and shining and white as the bottom of a big platter.",2.35,2,4,1
"1995","1994,Scattered around were many houses made entirely of china and painted in the brightest colors.",0.75,1,2,0
"1996","1995,""These houses were quite small, the biggest of them reaching only as high as Dorothys waist.""",0,0,1,-1
"1997","1996,""There were also pretty little barns, with china fences around them; and many cows and sheep and horses and pigs and chickens, all made of china, were standing about in groups.""",0.75,0,1,2
"1998","1997,But the strangest of all were the people who lived in this queer country.",-0.5,-2,0,0
"1999","1998,""There were milkmaids and shepherdesses, with brightly colored bodices and golden spots all over their gowns; and princesses with most gorgeous frocks of silver and gold and purple; and shepherds dressed in knee breeches with pink and yellow and blue stripes down them, and golden buckles on their shoes; and princes with jeweled crowns upon their heads, wearing ermine robes and satin doublets; and funny clowns in ruffled gowns, with round red spots upon their cheeks and tall, pointed caps.""",3,2,6,3
"2000","1999,""And, strangest of all, these people were all made of china, even to their clothes, and were so small that the tallest of them was no higher than Dorothys knee.""",-0.25,-1,-1,-1
"2001","2000,""No one did so much as look at the travelers at first, except one little purple china dog with an extra-large head, which came to the wall and barked at them in a tiny voice, afterwards running away again.""",0,0,-1,1
"2002","2001,How shall we get down?",0,0,0,0
"2003","2002,asked Dorothy.",0,0,0,0
"2004","2003,""They found the ladder so heavy they could not pull it up, so the Scarecrow fell off the wall and the others jumped down upon him so that the hard floor would not hurt their feet.""",-0.9,-3,-3,0
"2005","2004,Of course they took pains not to light on his head and get the pins in their feet.",-0.75,-1,0,-1
"2006","2005,""When all were safely down they picked up the Scarecrow, whose body was quite flattened out, and patted his straw into shape again.""",0.5,1,1,1
"2007","2006,""We must cross this strange place in order to get to the other side, said Dorothy, for it would be unwise for us to go any other way except due South.""",-1,-2,-1,-2
"2008","2007,""They began walking through the country of the china people, and the first thing they came to was a china milkmaid milking a china cow.""",0,0,0,0
"2009","2008,""As they drew near, the cow suddenly gave a kick and kicked over the stool, the pail, and even the milkmaid herself, and all fell on the china ground with a great clatter.""",-0.25,0,3,-2
"2010","2009,""Dorothy was shocked to see that the cow had broken her leg off, and that the pail was lying in several small pieces, while the poor milkmaid had a nick in her left elbow.""",-2.25,-4,-5,-3
"2011","2010,There! cried the milkmaid angrily.",-1.5,-1,-2,0
"2012","2011,See what you have done!",0,0,0,0
"2013","2012,""My cow has broken her leg, and I must take her to the menders shop and have it glued on again.""",-0.75,-1,-1,-1
"2014","2013,What do you mean by coming here and frightening my cow?",-0.5,-1,-3,0
"2015","2014,""Im very sorry, returned Dorothy.""",-0.5,-1,-1,0
"2016","2015,Please forgive us.",1.5,0,2,1
"2017","2016,But the pretty milkmaid was much too vexed to make any answer.",0.75,1,1,1
"2018","2017,""She picked up the leg sulkily and led her cow away, the poor animal limping on three legs.""",-0.9,0,-2,0
"2019","2018,""As she left them the milkmaid cast many reproachful glances over her shoulder at the clumsy strangers, holding her nicked elbow close to her side.""",-1.75,-2,0,0
"2020","2019,Dorothy was quite grieved at this mishap.",-1.5,-1,-2,-1
"2021","2020,""We must be very careful here, said the kind-hearted Woodman, or we may hurt these pretty little people so they will never get over it.""",0.25,0,3,2
"2022","2021,""A little farther on Dorothy met a most beautifully dressed young Princess, who stopped short as she saw the strangers and started to run away.""",1.6,1,2,2
"2023","2022,""Dorothy wanted to see more of the Princess, so she ran after her.""",0.6,0,0,1
"2024","2023,But the china girl cried out:",-1,0,-2,0
"2025","2024,Dont chase me!",0,0,0,-1
"2026","2025,Dont chase me!",0,0,0,-1
"2027","2026,""She had such a frightened little voice that Dorothy stopped and said, Why not?""",-0.9,0,-3,-1
"2028","2027,""Because, answered the Princess, also stopping, a safe distance away, if I run I may fall down and break myself.""",0.45,-1,0,1
"2029","2028,But could you not be mended?",0,0,0,0
"2030","2029,asked the girl.",0,0,0,0
"2031","2030,""Oh, yes; but one is never so pretty after being mended, you know, replied the Princess.""",2.15,1,2,2
"2032","2031,""I suppose not, said Dorothy.""",0,0,0,0
"2033","2032,""Now there is Mr. Joker, one of our clowns, continued the china lady, who is always trying to stand upon his head.""",-0.1,-1,0,1
"2034","2033,""He has broken himself so often that he is mended in a hundred places, and doesnt look at all pretty.""",0,0,0,0
"2035","2034,""Here he comes now, so you can see for yourself.""",0,0,0,0
"2036","2035,""Indeed, a jolly little clown came walking toward them, and Dorothy could see that in spite of his pretty clothes of red and yellow and green he was completely covered with cracks, running every which way and showing plainly that he had been mended in many places.""",0.9,0,3,3
"2037","2036,""The Clown put his hands in his pockets, and after puffing out his cheeks and nodding his head at them saucily, he said:""",0.1,0,0,1
"2038","2037,""My lady fair, Why do you stare At poor old Mr. Joker?""",0.15,-1,0,2
"2039","2038,Youre quite as stiff And prim as if Youd eaten up a poker!",-0.25,-1,0,-1
"2040","2039,""Be quiet, sir! said the Princess.""",1.1,1,0,3
"2041","2040,""Cant you see these are strangers, and should be treated with respect?""",0.5,1,2,1
"2042","2041,""Well, thats respect, I expect, declared the Clown, and immediately stood upon his head.""",1.8,2,2,3
"2043","2042,""Dont mind Mr. Joker, said the Princess to Dorothy.""",0.5,-1,0,2
"2044","2043,""He is considerably cracked in his head, and that makes him foolish.""",-1.25,-2,-2,-2
"2045","2044,""Oh, I dont mind him a bit, said Dorothy.""",0,0,0,0
"2046","2045,""But you are so beautiful, she continued, that I am sure I could love you dearly.""",2,2,9,2
"2047","2046,""Wont you let me carry you back to Kansas, and stand you on Aunt Ems mantel?""",0.25,0,0,1
"2048","2047,I could carry you in my basket.",0,0,0,0
"2049","2048,""That would make me very unhappy, answered the china Princess.""",-0.15,-1,-2,0
"2050","2049,""You see, here in our country we live contentedly, and can talk and move around as we please.""",1.4,0,1,1
"2051","2050,""But whenever any of us are taken away our joints at once stiffen, and we can only stand straight and look pretty.""",0.75,1,2,1
"2052","2051,""Of course that is all that is expected of us when we are on mantels and cabinets and drawing-room tables, but our lives are much pleasanter here in our own country.""",0,0,0,0
"2053","2052,I would not make you unhappy for all the world! exclaimed Dorothy.",-0.75,-1,-2,-1
"2054","2053,So Ill just say good-bye.",-0.5,1,1,0
"2055","2054,""Good-bye, replied the Princess.""",0.6,1,3,2
"2056","2055,They walked carefully through the china country.",0.25,0,2,1
"2057","2056,""The little animals and all the people scampered out of their way, fearing the strangers would break them, and after an hour or so the travelers reached the other side of the country and came to another china wall.""",-1,-1,-1,-1
"2058","2057,""It was not so high as the first, however, and by standing upon the Lions back they all managed to scramble to the top.""",-0.25,0,2,2
"2059","2058,""Then the Lion gathered his legs under him and jumped on the wall; but just as he jumped, he upset a china church with his tail and smashed it all to pieces.""",-1.15,-1,-2,0
"2060","2059,""That was too bad, said Dorothy, but really I think we were lucky in not doing these little people more harm than breaking a cows leg and a church.""",-1.25,-2,-2,0
"2061","2060,They are all so brittle!",-0.6,-1,0,0
"2062","2061,""They are, indeed, said the Scarecrow, and I am thankful I am made of straw and cannot be easily damaged.""",0.5,0,-1,1
"2063","2062,There are worse things in the world than being a Scarecrow.",-0.75,-1,-3,-1
"2064","2063,The Lion Becomes the King of Beasts",0.2,0,0,2
"2065","2064,""After climbing down from the china wall the travelers found themselves in a disagreeable country, full of bogs and marshes and covered with tall, rank grass.""",-0.65,-1,-2,2
